Table: Entropy [G]
Pressure {Pa} 	 Temperature {K} 	 Specific Entropy {J/Kg}
4000000 	 337 	 4.410061e+03
4000000 	 338 	 4.412333e+03
4000000 	 339 	 4.416877e+03
4000000 	 340 	 4.419149e+03
4200000 	 2.851194e+02 	 4.253679e+03
4200000 	 286 	 4.255561e+03
4200000 	 287 	 4.257833e+03
4200000 	 288 	 4.262377e+03
4200000 	 289 	 4.264649e+03
4200000 	 290 	 4.266921e+03
4200000 	 291 	 4.271465e+03
4200000 	 292 	 4.273737e+03
4200000 	 293 	 4.276009e+03
4200000 	 294 	 4.280553e+03
4200000 	 295 	 4.282826e+03
4200000 	 296 	 4.285098e+03
4200000 	 297 	 4.287370e+03
4200000 	 298 	 4.291914e+03
4200000 	 299 	 4.294186e+03
4200000 	 300 	 4.296458e+03
4200000 	 301 	 4.301002e+03
4200000 	 302 	 4.303274e+03
4200000 	 303 	 4.305546e+03
4200000 	 304 	 4.307818e+03
4200000 	 305 	 4.312362e+03
4200000 	 306 	 4.314634e+03
4200000 	 307 	 4.316906e+03
4200000 	 308 	 4.321450e+03
4200000 	 309 	 4.323723e+03
4200000 	 310 	 4.325995e+03
4200000 	 311 	 4.328267e+03
4200000 	 312 	 4.332811e+03
4200000 	 313 	 4.335083e+03
4200000 	 314 	 4.337355e+03
4200000 	 315 	 4.339627e+03
4200000 	 316 	 4.344171e+03
4200000 	 317 	 4.346443e+03
4200000 	 318 	 4.348715e+03
4200000 	 319 	 4.350987e+03
4200000 	 320 	 4.355531e+03
4200000 	 321 	 4.357803e+03
4200000 	 322 	 4.360075e+03
4200000 	 323 	 4.362347e+03
4200000 	 324 	 4.364620e+03
4200000 	 325 	 4.369164e+03
4200000 	 326 	 4.371436e+03
4200000 	 327 	 4.373708e+03
4200000 	 328 	 4.375980e+03
4200000 	 329 	 4.380524e+03
4200000 	 330 	 4.382796e+03
4200000 	 331 	 4.385068e+03
4200000 	 332 	 4.387340e+03
4200000 	 333 	 4.389612e+03
4200000 	 334 	 4.394156e+03
4200000 	 335 	 4.396428e+03
4200000 	 336 	 4.398700e+03
4200000 	 337 	 4.400972e+03
4200000 	 338 	 4.403244e+03
4200000 	 339 	 4.407789e+03
4200000 	 340 	 4.410061e+03
4400000 	 2.870903e+02 	 4.249062e+03
4400000 	 288 	 4.253289e+03
4400000 	 289 	 4.255561e+03
4400000 	 290 	 4.257833e+03
4400000 	 291 	 4.262377e+03
4400000 	 292 	 4.264649e+03
4400000 	 293 	 4.266921e+03
4400000 	 294 	 4.271465e+03
4400000 	 295 	 4.273737e+03
4400000 	 296 	 4.276009e+03
4400000 	 297 	 4.280553e+03
4400000 	 298 	 4.282826e+03
4400000 	 299 	 4.285098e+03
4400000 	 300 	 4.287370e+03
4400000 	 301 	 4.291914e+03
4400000 	 302 	 4.294186e+03
4400000 	 303 	 4.296458e+03
4400000 	 304 	 4.301002e+03
4400000 	 305 	 4.303274e+03
4400000 	 306 	 4.305546e+03
4400000 	 307 	 4.307818e+03
4400000 	 308 	 4.312362e+03
4400000 	 309 	 4.314634e+03
4400000 	 310 	 4.316906e+03
4400000 	 311 	 4.319178e+03
4400000 	 312 	 4.323723e+03
4400000 	 313 	 4.325995e+03
4400000 	 314 	 4.328267e+03
4400000 	 315 	 4.330539e+03
4400000 	 316 	 4.335083e+03
4400000 	 317 	 4.337355e+03
4400000 	 318 	 4.339627e+03
4400000 	 319 	 4.341899e+03
4400000 	 320 	 4.346443e+03
4400000 	 321 	 4.348715e+03
4400000 	 322 	 4.350987e+03
4400000 	 323 	 4.353259e+03
4400000 	 324 	 4.357803e+03
4400000 	 325 	 4.360075e+03
4400000 	 326 	 4.362347e+03
4400000 	 327 	 4.364620e+03
4400000 	 328 	 4.366892e+03
4400000 	 329 	 4.371436e+03
4400000 	 330 	 4.373708e+03
4400000 	 331 	 4.375980e+03
4400000 	 332 	 4.378252e+03
4400000 	 333 	 4.382796e+03
4400000 	 334 	 4.385068e+03
4400000 	 335 	 4.387340e+03
4400000 	 336 	 4.389612e+03
4400000 	 337 	 4.391884e+03
4400000 	 338 	 4.394156e+03
4400000 	 339 	 4.398700e+03
4400000 	 340 	 4.400972e+03
4600000 	 2.889951e+02 	 4.246461e+03
4600000 	 289 	 4.246473e+03
4600000 	 290 	 4.251017e+03
4600000 	 291 	 4.253289e+03
4600000 	 292 	 4.255561e+03
4600000 	 293 	 4.260105e+03
4600000 	 294 	 4.262377e+03
4600000 	 295 	 4.264649e+03
4600000 	 296 	 4.269193e+03
4600000 	 297 	 4.271465e+03
4600000 	 298 	 4.273737e+03
4600000 	 299 	 4.276009e+03
4600000 	 300 	 4.280553e+03
4600000 	 301 	 4.282826e+03
4600000 	 302 	 4.285098e+03
4600000 	 303 	 4.289642e+03
4600000 	 304 	 4.291914e+03
4600000 	 305 	 4.294186e+03
4600000 	 306 	 4.296458e+03
4600000 	 307 	 4.301002e+03
4600000 	 308 	 4.303274e+03
4600000 	 309 	 4.305546e+03
4600000 	 310 	 4.310090e+03
4600000 	 311 	 4.312362e+03
4600000 	 312 	 4.314634e+03
4600000 	 313 	 4.316906e+03
4600000 	 314 	 4.321450e+03
4600000 	 315 	 4.323723e+03
4600000 	 316 	 4.325995e+03
4600000 	 317 	 4.328267e+03
4600000 	 318 	 4.332811e+03
4600000 	 319 	 4.335083e+03
4600000 	 320 	 4.337355e+03
4600000 	 321 	 4.339627e+03
4600000 	 322 	 4.341899e+03
4600000 	 323 	 4.346443e+03
4600000 	 324 	 4.348715e+03
4600000 	 325 	 4.350987e+03
4600000 	 326 	 4.353259e+03
4600000 	 327 	 4.357803e+03
4600000 	 328 	 4.360075e+03
4600000 	 329 	 4.362347e+03
4600000 	 330 	 4.364620e+03
4600000 	 331 	 4.366892e+03
4600000 	 332 	 4.371436e+03
4600000 	 333 	 4.373708e+03
4600000 	 334 	 4.375980e+03
4600000 	 335 	 4.378252e+03
4600000 	 336 	 4.380524e+03
4600000 	 337 	 4.385068e+03
4600000 	 338 	 4.387340e+03
4600000 	 339 	 4.389612e+03
4600000 	 340 	 4.391884e+03
4800000 	 2.908382e+02 	 4.245584e+03
4800000 	 291 	 4.246473e+03
4800000 	 292 	 4.248745e+03
4800000 	 293 	 4.251017e+03
4800000 	 294 	 4.253289e+03
4800000 	 295 	 4.257833e+03
4800000 	 296 	 4.260105e+03
4800000 	 297 	 4.262377e+03
4800000 	 298 	 4.266921e+03
4800000 	 299 	 4.269193e+03
4800000 	 300 	 4.271465e+03
4800000 	 301 	 4.276009e+03
4800000 	 302 	 4.278281e+03
4800000 	 303 	 4.280553e+03
4800000 	 304 	 4.282826e+03
4800000 	 305 	 4.287370e+03
4800000 	 306 	 4.289642e+03
4800000 	 307 	 4.291914e+03
4800000 	 308 	 4.294186e+03
4800000 	 309 	 4.298730e+03
4800000 	 310 	 4.301002e+03
4800000 	 311 	 4.303274e+03
4800000 	 312 	 4.305546e+03
4800000 	 313 	 4.310090e+03
4800000 	 314 	 4.312362e+03
4800000 	 315 	 4.314634e+03
4800000 	 316 	 4.316906e+03
4800000 	 317 	 4.321450e+03
4800000 	 318 	 4.323723e+03
4800000 	 319 	 4.325995e+03
4800000 	 320 	 4.328267e+03
4800000 	 321 	 4.332811e+03
4800000 	 322 	 4.335083e+03
4800000 	 323 	 4.337355e+03
4800000 	 324 	 4.339627e+03
4800000 	 325 	 4.344171e+03
4800000 	 326 	 4.346443e+03
4800000 	 327 	 4.348715e+03
4800000 	 328 	 4.350987e+03
4800000 	 329 	 4.353259e+03
4800000 	 330 	 4.357803e+03
4800000 	 331 	 4.360075e+03
4800000 	 332 	 4.362347e+03
4800000 	 333 	 4.364620e+03
4800000 	 334 	 4.366892e+03
4800000 	 335 	 4.371436e+03
4800000 	 336 	 4.373708e+03
4800000 	 337 	 4.375980e+03
4800000 	 338 	 4.378252e+03
4800000 	 339 	 4.380524e+03
4800000 	 340 	 4.385068e+03
5000000 	 2.926239e+02 	 4.242225e+03
5000000 	 293 	 4.244201e+03
5000000 	 294 	 4.246473e+03
5000000 	 295 	 4.248745e+03
5000000 	 296 	 4.253289e+03
5000000 	 297 	 4.255561e+03
5000000 	 298 	 4.257833e+03
5000000 	 299 	 4.262377e+03
5000000 	 300 	 4.264649e+03
5000000 	 301 	 4.266921e+03
5000000 	 302 	 4.269193e+03
5000000 	 303 	 4.273737e+03
5000000 	 304 	 4.276009e+03
5000000 	 305 	 4.278281e+03
5000000 	 306 	 4.282826e+03
5000000 	 307 	 4.285098e+03
5000000 	 308 	 4.287370e+03
5000000 	 309 	 4.289642e+03
5000000 	 310 	 4.294186e+03
5000000 	 311 	 4.296458e+03
5000000 	 312 	 4.298730e+03
5000000 	 313 	 4.301002e+03
5000000 	 314 	 4.305546e+03
5000000 	 315 	 4.307818e+03
5000000 	 316 	 4.310090e+03
5000000 	 317 	 4.312362e+03
5000000 	 318 	 4.316906e+03
5000000 	 319 	 4.319178e+03
5000000 	 320 	 4.321450e+03
5000000 	 321 	 4.323723e+03
5000000 	 322 	 4.328267e+03
5000000 	 323 	 4.330539e+03
5000000 	 324 	 4.332811e+03
5000000 	 325 	 4.335083e+03
5000000 	 326 	 4.337355e+03
5000000 	 327 	 4.341899e+03
5000000 	 328 	 4.344171e+03
5000000 	 329 	 4.346443e+03
5000000 	 330 	 4.348715e+03
5000000 	 331 	 4.350987e+03
5000000 	 332 	 4.355531e+03
5000000 	 333 	 4.357803e+03
5000000 	 334 	 4.360075e+03
5000000 	 335 	 4.362347e+03
5000000 	 336 	 4.364620e+03
5000000 	 337 	 4.369164e+03
5000000 	 338 	 4.371436e+03
5000000 	 339 	 4.373708e+03
5000000 	 340 	 4.375980e+03
5200000 	 2.943556e+02 	 4.240464e+03
5200000 	 295 	 4.241929e+03
5200000 	 296 	 4.244201e+03
5200000 	 297 	 4.248745e+03
5200000 	 298 	 4.251017e+03
5200000 	 299 	 4.253289e+03
5200000 	 300 	 4.257833e+03
5200000 	 301 	 4.260105e+03
5200000 	 302 	 4.262377e+03
5200000 	 303 	 4.264649e+03
5200000 	 304 	 4.269193e+03
5200000 	 305 	 4.271465e+03
5200000 	 306 	 4.273737e+03
5200000 	 307 	 4.278281e+03
5200000 	 308 	 4.280553e+03
5200000 	 309 	 4.282826e+03
5200000 	 310 	 4.285098e+03
5200000 	 311 	 4.289642e+03
5200000 	 312 	 4.291914e+03
5200000 	 313 	 4.294186e+03
5200000 	 314 	 4.296458e+03
5200000 	 315 	 4.301002e+03
5200000 	 316 	 4.303274e+03
5200000 	 317 	 4.305546e+03
5200000 	 318 	 4.307818e+03
5200000 	 319 	 4.312362e+03
5200000 	 320 	 4.314634e+03
5200000 	 321 	 4.316906e+03
5200000 	 322 	 4.319178e+03
5200000 	 323 	 4.321450e+03
5200000 	 324 	 4.325995e+03
5200000 	 325 	 4.328267e+03
5200000 	 326 	 4.330539e+03
5200000 	 327 	 4.332811e+03
5200000 	 328 	 4.337355e+03
5200000 	 329 	 4.339627e+03
5200000 	 330 	 4.341899e+03
5200000 	 331 	 4.344171e+03
5200000 	 332 	 4.346443e+03
5200000 	 333 	 4.350987e+03
5200000 	 334 	 4.353259e+03
5200000 	 335 	 4.355531e+03
5200000 	 336 	 4.357803e+03
5200000 	 337 	 4.360075e+03
5200000 	 338 	 4.364620e+03
5200000 	 339 	 4.366892e+03
5200000 	 340 	 4.369164e+03
5400000 	 2.960365e+02 	 4.237510e+03
5400000 	 297 	 4.241929e+03
5400000 	 298 	 4.244201e+03
5400000 	 299 	 4.246473e+03
5400000 	 300 	 4.248745e+03
5400000 	 301 	 4.253289e+03
5400000 	 302 	 4.255561e+03
5400000 	 303 	 4.257833e+03
5400000 	 304 	 4.262377e+03
5400000 	 305 	 4.264649e+03
5400000 	 306 	 4.266921e+03
5400000 	 307 	 4.269193e+03
5400000 	 308 	 4.273737e+03
5400000 	 309 	 4.276009e+03
5400000 	 310 	 4.278281e+03
5400000 	 311 	 4.280553e+03
5400000 	 312 	 4.285098e+03
5400000 	 313 	 4.287370e+03
5400000 	 314 	 4.289642e+03
5400000 	 315 	 4.291914e+03
5400000 	 316 	 4.296458e+03
5400000 	 317 	 4.298730e+03
5400000 	 318 	 4.301002e+03
5400000 	 319 	 4.303274e+03
5400000 	 320 	 4.307818e+03
5400000 	 321 	 4.310090e+03
5400000 	 322 	 4.312362e+03
5400000 	 323 	 4.314634e+03
5400000 	 324 	 4.319178e+03
5400000 	 325 	 4.321450e+03
5400000 	 326 	 4.323723e+03
5400000 	 327 	 4.325995e+03
5400000 	 328 	 4.328267e+03
5400000 	 329 	 4.332811e+03
5400000 	 330 	 4.335083e+03
5400000 	 331 	 4.337355e+03
5400000 	 332 	 4.339627e+03
5400000 	 333 	 4.341899e+03
5400000 	 334 	 4.346443e+03
5400000 	 335 	 4.348715e+03
5400000 	 336 	 4.350987e+03
5400000 	 337 	 4.353259e+03
5400000 	 338 	 4.355531e+03
5400000 	 339 	 4.360075e+03
5400000 	 340 	 4.362347e+03
5600000 	 2.976695e+02 	 4.236885e+03
5600000 	 298 	 4.237384e+03
5600000 	 299 	 4.239656e+03
5600000 	 300 	 4.241929e+03
5600000 	 301 	 4.246473e+03
5600000 	 302 	 4.248745e+03
5600000 	 303 	 4.251017e+03
5600000 	 304 	 4.255561e+03
5600000 	 305 	 4.257833e+03
5600000 	 306 	 4.260105e+03
5600000 	 307 	 4.262377e+03
5600000 	 308 	 4.266921e+03
5600000 	 309 	 4.269193e+03
5600000 	 310 	 4.271465e+03
5600000 	 311 	 4.273737e+03
5600000 	 312 	 4.278281e+03
5600000 	 313 	 4.280553e+03
5600000 	 314 	 4.282826e+03
5600000 	 315 	 4.285098e+03
5600000 	 316 	 4.289642e+03
5600000 	 317 	 4.291914e+03
5600000 	 318 	 4.294186e+03
5600000 	 319 	 4.296458e+03
5600000 	 320 	 4.301002e+03
5600000 	 321 	 4.303274e+03
5600000 	 322 	 4.305546e+03
5600000 	 323 	 4.307818e+03
5600000 	 324 	 4.312362e+03
5600000 	 325 	 4.314634e+03
5600000 	 326 	 4.316906e+03
5600000 	 327 	 4.319178e+03
5600000 	 328 	 4.321450e+03
5600000 	 329 	 4.325995e+03
5600000 	 330 	 4.328267e+03
5600000 	 331 	 4.330539e+03
5600000 	 332 	 4.332811e+03
5600000 	 333 	 4.335083e+03
5600000 	 334 	 4.339627e+03
5600000 	 335 	 4.341899e+03
5600000 	 336 	 4.344171e+03
5600000 	 337 	 4.346443e+03
5600000 	 338 	 4.348715e+03
5600000 	 339 	 4.353259e+03
5600000 	 340 	 4.355531e+03
5800000 	 2.992571e+02 	 4.233792e+03
5800000 	 300 	 4.237384e+03
5800000 	 301 	 4.239656e+03
5800000 	 302 	 4.241929e+03
5800000 	 303 	 4.244201e+03
5800000 	 304 	 4.248745e+03
5800000 	 305 	 4.251017e+03
5800000 	 306 	 4.253289e+03
5800000 	 307 	 4.255561e+03
5800000 	 308 	 4.260105e+03
5800000 	 309 	 4.262377e+03
5800000 	 310 	 4.264649e+03
5800000 	 311 	 4.269193e+03
5800000 	 312 	 4.271465e+03
5800000 	 313 	 4.273737e+03
5800000 	 314 	 4.276009e+03
5800000 	 315 	 4.280553e+03
5800000 	 316 	 4.282826e+03
5800000 	 317 	 4.285098e+03
5800000 	 318 	 4.287370e+03
5800000 	 319 	 4.289642e+03
5800000 	 320 	 4.294186e+03
5800000 	 321 	 4.296458e+03
5800000 	 322 	 4.298730e+03
5800000 	 323 	 4.301002e+03
5800000 	 324 	 4.305546e+03
5800000 	 325 	 4.307818e+03
5800000 	 326 	 4.310090e+03
5800000 	 327 	 4.312362e+03
5800000 	 328 	 4.316906e+03
5800000 	 329 	 4.319178e+03
5800000 	 330 	 4.321450e+03
5800000 	 331 	 4.323723e+03
5800000 	 332 	 4.325995e+03
5800000 	 333 	 4.330539e+03
5800000 	 334 	 4.332811e+03
5800000 	 335 	 4.335083e+03
5800000 	 336 	 4.337355e+03
5800000 	 337 	 4.339627e+03
5800000 	 338 	 4.344171e+03
5800000 	 339 	 4.346443e+03
5800000 	 340 	 4.348715e+03
6000000 	 3.008015e+02 	 4.232570e+03
6000000 	 301 	 4.232840e+03
6000000 	 302 	 4.235112e+03
6000000 	 303 	 4.239656e+03
6000000 	 304 	 4.241929e+03
6000000 	 305 	 4.244201e+03
6000000 	 306 	 4.246473e+03
6000000 	 307 	 4.251017e+03
6000000 	 308 	 4.253289e+03
6000000 	 309 	 4.255561e+03
6000000 	 310 	 4.257833e+03
6000000 	 311 	 4.262377e+03
6000000 	 312 	 4.264649e+03
6000000 	 313 	 4.266921e+03
6000000 	 314 	 4.269193e+03
6000000 	 315 	 4.273737e+03
6000000 	 316 	 4.276009e+03
6000000 	 317 	 4.278281e+03
6000000 	 318 	 4.280553e+03
6000000 	 319 	 4.285098e+03
6000000 	 320 	 4.287370e+03
6000000 	 321 	 4.289642e+03
6000000 	 322 	 4.291914e+03
6000000 	 323 	 4.296458e+03
6000000 	 324 	 4.298730e+03
6000000 	 325 	 4.301002e+03
6000000 	 326 	 4.303274e+03
6000000 	 327 	 4.305546e+03
6000000 	 328 	 4.310090e+03
6000000 	 329 	 4.312362e+03
6000000 	 330 	 4.314634e+03
6000000 	 331 	 4.316906e+03
6000000 	 332 	 4.321450e+03
6000000 	 333 	 4.323723e+03
6000000 	 334 	 4.325995e+03
6000000 	 335 	 4.328267e+03
6000000 	 336 	 4.330539e+03
6000000 	 337 	 4.335083e+03
6000000 	 338 	 4.337355e+03
6000000 	 339 	 4.339627e+03
6000000 	 340 	 4.341899e+03
6200000 	 3.023047e+02 	 4.231501e+03
6200000 	 303 	 4.232840e+03
6200000 	 304 	 4.235112e+03
6200000 	 305 	 4.237384e+03
6200000 	 306 	 4.241929e+03
6200000 	 307 	 4.244201e+03
6200000 	 308 	 4.246473e+03
6200000 	 309 	 4.248745e+03
6200000 	 310 	 4.253289e+03
6200000 	 311 	 4.255561e+03
6200000 	 312 	 4.257833e+03
6200000 	 313 	 4.260105e+03
6200000 	 314 	 4.264649e+03
6200000 	 315 	 4.266921e+03
6200000 	 316 	 4.269193e+03
6200000 	 317 	 4.271465e+03
6200000 	 318 	 4.276009e+03
6200000 	 319 	 4.278281e+03
6200000 	 320 	 4.280553e+03
6200000 	 321 	 4.282826e+03
6200000 	 322 	 4.287370e+03
6200000 	 323 	 4.289642e+03
6200000 	 324 	 4.291914e+03
6200000 	 325 	 4.294186e+03
6200000 	 326 	 4.298730e+03
6200000 	 327 	 4.301002e+03
6200000 	 328 	 4.303274e+03
6200000 	 329 	 4.305546e+03
6200000 	 330 	 4.307818e+03
6200000 	 331 	 4.312362e+03
6200000 	 332 	 4.314634e+03
6200000 	 333 	 4.316906e+03
6200000 	 334 	 4.319178e+03
6200000 	 335 	 4.321450e+03
6200000 	 336 	 4.325995e+03
6200000 	 337 	 4.328267e+03
6200000 	 338 	 4.330539e+03
6200000 	 339 	 4.332811e+03
6200000 	 340 	 4.335083e+03
6400000 	 3.037681e+02 	 4.227769e+03
6400000 	 304 	 4.228296e+03
6400000 	 305 	 4.232840e+03
6400000 	 306 	 4.235112e+03
6400000 	 307 	 4.237384e+03
6400000 	 308 	 4.241929e+03
6400000 	 309 	 4.244201e+03
6400000 	 310 	 4.246473e+03
6400000 	 311 	 4.248745e+03
6400000 	 312 	 4.253289e+03
6400000 	 313 	 4.255561e+03
6400000 	 314 	 4.257833e+03
6400000 	 315 	 4.260105e+03
6400000 	 316 	 4.264649e+03
6400000 	 317 	 4.266921e+03
6400000 	 318 	 4.269193e+03
6400000 	 319 	 4.271465e+03
6400000 	 320 	 4.276009e+03
6400000 	 321 	 4.278281e+03
6400000 	 322 	 4.280553e+03
6400000 	 323 	 4.282826e+03
6400000 	 324 	 4.285098e+03
6400000 	 325 	 4.289642e+03
6400000 	 326 	 4.291914e+03
6400000 	 327 	 4.294186e+03
6400000 	 328 	 4.296458e+03
6400000 	 329 	 4.301002e+03
6400000 	 330 	 4.303274e+03
6400000 	 331 	 4.305546e+03
6400000 	 332 	 4.307818e+03
6400000 	 333 	 4.310090e+03
6400000 	 334 	 4.314634e+03
6400000 	 335 	 4.316906e+03
6400000 	 336 	 4.319178e+03
6400000 	 337 	 4.321450e+03
6400000 	 338 	 4.323723e+03
6400000 	 339 	 4.328267e+03
6400000 	 340 	 4.330539e+03
6600000 	 3.051933e+02 	 4.226463e+03
6600000 	 306 	 4.228296e+03
6600000 	 307 	 4.232840e+03
6600000 	 308 	 4.235112e+03
6600000 	 309 	 4.237384e+03
6600000 	 310 	 4.241929e+03
6600000 	 311 	 4.244201e+03
6600000 	 312 	 4.246473e+03
6600000 	 313 	 4.248745e+03
6600000 	 314 	 4.253289e+03
6600000 	 315 	 4.255561e+03
6600000 	 316 	 4.257833e+03
6600000 	 317 	 4.260105e+03
6600000 	 318 	 4.262377e+03
6600000 	 319 	 4.266921e+03
6600000 	 320 	 4.269193e+03
6600000 	 321 	 4.271465e+03
6600000 	 322 	 4.273737e+03
6600000 	 323 	 4.278281e+03
6600000 	 324 	 4.280553e+03
6600000 	 325 	 4.282826e+03
6600000 	 326 	 4.285098e+03
6600000 	 327 	 4.289642e+03
6600000 	 328 	 4.291914e+03
6600000 	 329 	 4.294186e+03
6600000 	 330 	 4.296458e+03
6600000 	 331 	 4.298730e+03
6600000 	 332 	 4.303274e+03
6600000 	 333 	 4.305546e+03
6600000 	 334 	 4.307818e+03
6600000 	 335 	 4.310090e+03
6600000 	 336 	 4.312362e+03
6600000 	 337 	 4.316906e+03
6600000 	 338 	 4.319178e+03
6600000 	 339 	 4.321450e+03
6600000 	 340 	 4.323723e+03
6800000 	 3.065810e+02 	 4.225072e+03
6800000 	 307 	 4.226024e+03
6800000 	 308 	 4.228296e+03
6800000 	 309 	 4.232840e+03
6800000 	 310 	 4.235112e+03
6800000 	 311 	 4.237384e+03
6800000 	 312 	 4.241929e+03
6800000 	 313 	 4.244201e+03
6800000 	 314 	 4.246473e+03
6800000 	 315 	 4.248745e+03
6800000 	 316 	 4.253289e+03
6800000 	 317 	 4.255561e+03
6800000 	 318 	 4.257833e+03
6800000 	 319 	 4.260105e+03
6800000 	 320 	 4.262377e+03
6800000 	 321 	 4.266921e+03
6800000 	 322 	 4.269193e+03
6800000 	 323 	 4.271465e+03
6800000 	 324 	 4.273737e+03
6800000 	 325 	 4.278281e+03
6800000 	 326 	 4.280553e+03
6800000 	 327 	 4.282826e+03
6800000 	 328 	 4.285098e+03
6800000 	 329 	 4.287370e+03
6800000 	 330 	 4.291914e+03
6800000 	 331 	 4.294186e+03
6800000 	 332 	 4.296458e+03
6800000 	 333 	 4.298730e+03
6800000 	 334 	 4.303274e+03
6800000 	 335 	 4.305546e+03
6800000 	 336 	 4.307818e+03
6800000 	 337 	 4.310090e+03
6800000 	 338 	 4.312362e+03
6800000 	 339 	 4.314634e+03
6800000 	 340 	 4.319178e+03
7000000 	 3.079314e+02 	 4.223596e+03
7000000 	 308 	 4.223752e+03
7000000 	 309 	 4.226024e+03
7000000 	 310 	 4.230568e+03
7000000 	 311 	 4.232840e+03
7000000 	 312 	 4.235112e+03
7000000 	 313 	 4.237384e+03
7000000 	 314 	 4.241929e+03
7000000 	 315 	 4.244201e+03
7000000 	 316 	 4.246473e+03
7000000 	 317 	 4.248745e+03
7000000 	 318 	 4.253289e+03
7000000 	 319 	 4.255561e+03
7000000 	 320 	 4.257833e+03
7000000 	 321 	 4.260105e+03
7000000 	 322 	 4.264649e+03
7000000 	 323 	 4.266921e+03
7000000 	 324 	 4.269193e+03
7000000 	 325 	 4.271465e+03
7000000 	 326 	 4.273737e+03
7000000 	 327 	 4.278281e+03
7000000 	 328 	 4.280553e+03
7000000 	 329 	 4.282826e+03
7000000 	 330 	 4.285098e+03
7000000 	 331 	 4.287370e+03
7000000 	 332 	 4.291914e+03
7000000 	 333 	 4.294186e+03
7000000 	 334 	 4.296458e+03
7000000 	 335 	 4.298730e+03
7000000 	 336 	 4.303274e+03
7000000 	 337 	 4.305546e+03
7000000 	 338 	 4.307818e+03
7000000 	 339 	 4.310090e+03
7000000 	 340 	 4.312362e+03
7200000 	 3.092430e+02 	 4.222032e+03
7200000 	 310 	 4.223752e+03
7200000 	 311 	 4.228296e+03
7200000 	 312 	 4.230568e+03
7200000 	 313 	 4.232840e+03
7200000 	 314 	 4.235112e+03
7200000 	 315 	 4.239656e+03
7200000 	 316 	 4.241929e+03
7200000 	 317 	 4.244201e+03
7200000 	 318 	 4.246473e+03
7200000 	 319 	 4.248745e+03
7200000 	 320 	 4.253289e+03
7200000 	 321 	 4.255561e+03
7200000 	 322 	 4.257833e+03
7200000 	 323 	 4.260105e+03
7200000 	 324 	 4.264649e+03
7200000 	 325 	 4.266921e+03
7200000 	 326 	 4.269193e+03
7200000 	 327 	 4.271465e+03
7200000 	 328 	 4.276009e+03
7200000 	 329 	 4.278281e+03
7200000 	 330 	 4.280553e+03
7200000 	 331 	 4.282826e+03
7200000 	 332 	 4.285098e+03
7200000 	 333 	 4.289642e+03
7200000 	 334 	 4.291914e+03
7200000 	 335 	 4.294186e+03
7200000 	 336 	 4.296458e+03
7200000 	 337 	 4.298730e+03
7200000 	 338 	 4.303274e+03
7200000 	 339 	 4.305546e+03
7200000 	 340 	 4.307818e+03
7400000 	 3.095700e+02 	 4.218509e+03
7400000 	 310 	 4.219208e+03
7400000 	 311 	 4.221480e+03
7400000 	 312 	 4.226024e+03
7400000 	 313 	 4.228296e+03
7400000 	 314 	 4.230568e+03
7400000 	 315 	 4.232840e+03
7400000 	 316 	 4.235112e+03
7400000 	 317 	 4.239656e+03
7400000 	 318 	 4.241929e+03
7400000 	 319 	 4.244201e+03
7400000 	 320 	 4.246473e+03
7400000 	 321 	 4.251017e+03
7400000 	 322 	 4.253289e+03
7400000 	 323 	 4.255561e+03
7400000 	 324 	 4.257833e+03
7400000 	 325 	 4.262377e+03
7400000 	 326 	 4.264649e+03
7400000 	 327 	 4.266921e+03
7400000 	 328 	 4.269193e+03
7400000 	 329 	 4.271465e+03
7400000 	 330 	 4.276009e+03
7400000 	 331 	 4.278281e+03
7400000 	 332 	 4.280553e+03
7400000 	 333 	 4.282826e+03
7400000 	 334 	 4.285098e+03
7400000 	 335 	 4.289642e+03
7400000 	 336 	 4.291914e+03
7400000 	 337 	 4.294186e+03
7400000 	 338 	 4.296458e+03
7400000 	 339 	 4.298730e+03
7400000 	 340 	 4.303274e+03
7600000 	 3.095700e+02 	 4.213965e+03
7600000 	 310 	 4.214664e+03
7600000 	 311 	 4.216936e+03
7600000 	 312 	 4.219208e+03
7600000 	 313 	 4.223752e+03
7600000 	 314 	 4.226024e+03
7600000 	 315 	 4.228296e+03
7600000 	 316 	 4.230568e+03
7600000 	 317 	 4.235112e+03
7600000 	 318 	 4.237384e+03
7600000 	 319 	 4.239656e+03
7600000 	 320 	 4.241929e+03
7600000 	 321 	 4.244201e+03
7600000 	 322 	 4.248745e+03
7600000 	 323 	 4.251017e+03
7600000 	 324 	 4.253289e+03
7600000 	 325 	 4.255561e+03
7600000 	 326 	 4.260105e+03
7600000 	 327 	 4.262377e+03
7600000 	 328 	 4.264649e+03
7600000 	 329 	 4.266921e+03
7600000 	 330 	 4.269193e+03
7600000 	 331 	 4.273737e+03
7600000 	 332 	 4.276009e+03
7600000 	 333 	 4.278281e+03
7600000 	 334 	 4.280553e+03
7600000 	 335 	 4.282826e+03
7600000 	 336 	 4.287370e+03
7600000 	 337 	 4.289642e+03
7600000 	 338 	 4.291914e+03
7600000 	 339 	 4.294186e+03
7600000 	 340 	 4.296458e+03
7800000 	 3.095700e+02 	 4.207887e+03
7800000 	 310 	 4.210120e+03
7800000 	 311 	 4.212392e+03
7800000 	 312 	 4.214664e+03
