Table: Enthalpy [G]
Pressure {Pa} 	 Temperature {K} 	 Specific Enthalpy {J/Kg}
1400000 	 311 	 7.631151e+05
1400000 	 312 	 7.813058e+05
1400000 	 313 	 7.829204e+05
1400000 	 314 	 7.893708e+05
1400000 	 315 	 7.952685e+05
1400000 	 316 	 7.994866e+05
1400000 	 317 	 8.032759e+05
1400000 	 318 	 8.068775e+05
1400000 	 319 	 8.101387e+05
1400000 	 320 	 8.132648e+05
1400000 	 321 	 8.160829e+05
1400000 	 322 	 8.187062e+05
1400000 	 323 	 8.212461e+05
1400000 	 324 	 8.236230e+05
1400000 	 325 	 8.259185e+05
1400000 	 326 	 8.280422e+05
1400000 	 327 	 8.300031e+05
1400000 	 328 	 8.320948e+05
1400000 	 329 	 8.340417e+05
1400000 	 330 	 8.364048e+05
1400000 	 331 	 8.391091e+05
1400000 	 332 	 8.421899e+05
1400000 	 333 	 8.452827e+05
1400000 	 334 	 8.467727e+05
1400000 	 335 	 8.513786e+05
1400000 	 336 	 8.548541e+05
1400000 	 337 	 8.571751e+05
1400000 	 338 	 8.601476e+05
1400000 	 339 	 8.611979e+05
1400000 	 340 	 8.647601e+05
1600000 	 2.492413e+02 	 6.999441e+05
1600000 	 250 	 7.008865e+05
1600000 	 251 	 7.021129e+05
1600000 	 252 	 7.033331e+05
1600000 	 253 	 7.045073e+05
1600000 	 254 	 7.057298e+05
1600000 	 255 	 7.069090e+05
1600000 	 256 	 7.080616e+05
1600000 	 257 	 7.092479e+05
1600000 	 258 	 7.103913e+05
1600000 	 259 	 7.115273e+05
1600000 	 260 	 7.126523e+05
1600000 	 261 	 7.138027e+05
1600000 	 262 	 7.149198e+05
1600000 	 263 	 7.160121e+05
1600000 	 264 	 7.171414e+05
1600000 	 265 	 7.182318e+05
1600000 	 266 	 7.193060e+05
1600000 	 267 	 7.204257e+05
1600000 	 268 	 7.214857e+05
1600000 	 269 	 7.225754e+05
1600000 	 270 	 7.236411e+05
1600000 	 271 	 7.246978e+05
1600000 	 272 	 7.258025e+05
1600000 	 273 	 7.268337e+05
1600000 	 274 	 7.278652e+05
1600000 	 275 	 7.289700e+05
1600000 	 276 	 7.299958e+05
1600000 	 277 	 7.310526e+05
1600000 	 278 	 7.320791e+05
1600000 	 279 	 7.331383e+05
1600000 	 280 	 7.341492e+05
1600000 	 281 	 7.351357e+05
1600000 	 282 	 7.362080e+05
1600000 	 283 	 7.371845e+05
1600000 	 284 	 7.382437e+05
1600000 	 285 	 7.392220e+05
1600000 	 286 	 7.402677e+05
1600000 	 287 	 7.412168e+05
1600000 	 288 	 7.422533e+05
1600000 	 289 	 7.431719e+05
1600000 	 290 	 7.442293e+05
1600000 	 291 	 7.452181e+05
1600000 	 292 	 7.461341e+05
1600000 	 293 	 7.471298e+05
1600000 	 294 	 7.480122e+05
1600000 	 295 	 7.489929e+05
1600000 	 296 	 7.497172e+05
1600000 	 297 	 7.507475e+05
1600000 	 298 	 7.516806e+05
1600000 	 299 	 7.522927e+05
1600000 	 300 	 7.532754e+05
1600000 	 301 	 7.541832e+05
1600000 	 302 	 7.543801e+05
1600000 	 303 	 7.552391e+05
1600000 	 304 	 7.561999e+05
1600000 	 305 	 7.550431e+05
1600000 	 306 	 7.556258e+05
1600000 	 307 	 7.561078e+05
1600000 	 308 	 7.603413e+05
1600000 	 309 	 7.413227e+05
1600000 	 310 	 7.289891e+05
1600000 	 311 	 7.611191e+05
1600000 	 312 	 7.793272e+05
1600000 	 313 	 7.809566e+05
1600000 	 314 	 7.874228e+05
1600000 	 315 	 7.933356e+05
1600000 	 316 	 7.975711e+05
1600000 	 317 	 8.013740e+05
1600000 	 318 	 8.049887e+05
1600000 	 319 	 8.082660e+05
1600000 	 320 	 8.114056e+05
1600000 	 321 	 8.142402e+05
1600000 	 322 	 8.168786e+05
1600000 	 323 	 8.194328e+05
1600000 	 324 	 8.218204e+05
1600000 	 325 	 8.241302e+05
1600000 	 326 	 8.262673e+05
1600000 	 327 	 8.282421e+05
1600000 	 328 	 8.303477e+05
1600000 	 329 	 8.323070e+05
1600000 	 330 	 8.346828e+05
1600000 	 331 	 8.373949e+05
1600000 	 332 	 8.404937e+05
1600000 	 333 	 8.435958e+05
1600000 	 334 	 8.450996e+05
1600000 	 335 	 8.497143e+05
1600000 	 336 	 8.532020e+05
1600000 	 337 	 8.555341e+05
1600000 	 338 	 8.585178e+05
1600000 	 339 	 8.595800e+05
1600000 	 340 	 8.631528e+05
1800000 	 2.531376e+02 	 7.002628e+05
1800000 	 254 	 7.013764e+05
1800000 	 255 	 7.026523e+05
1800000 	 256 	 7.039048e+05
1800000 	 257 	 7.051696e+05
1800000 	 258 	 7.064023e+05
1800000 	 259 	 7.076184e+05
1800000 	 260 	 7.088168e+05
1800000 	 261 	 7.100393e+05
1800000 	 262 	 7.112261e+05
1800000 	 263 	 7.123823e+05
1800000 	 264 	 7.135770e+05
1800000 	 265 	 7.147310e+05
1800000 	 266 	 7.158659e+05
1800000 	 267 	 7.170387e+05
1800000 	 268 	 7.181537e+05
1800000 	 269 	 7.193014e+05
1800000 	 270 	 7.204113e+05
1800000 	 271 	 7.215239e+05
1800000 	 272 	 7.226685e+05
1800000 	 273 	 7.237487e+05
1800000 	 274 	 7.248241e+05
1800000 	 275 	 7.259660e+05
1800000 	 276 	 7.270349e+05
1800000 	 277 	 7.281321e+05
1800000 	 278 	 7.291964e+05
1800000 	 279 	 7.302940e+05
1800000 	 280 	 7.313408e+05
1800000 	 281 	 7.323624e+05
1800000 	 282 	 7.334689e+05
1800000 	 283 	 7.344785e+05
1800000 	 284 	 7.355698e+05
1800000 	 285 	 7.365799e+05
1800000 	 286 	 7.376560e+05
1800000 	 287 	 7.386348e+05
1800000 	 288 	 7.397004e+05
1800000 	 289 	 7.406475e+05
1800000 	 290 	 7.417334e+05
1800000 	 291 	 7.427486e+05
1800000 	 292 	 7.436915e+05
1800000 	 293 	 7.447129e+05
1800000 	 294 	 7.456204e+05
1800000 	 295 	 7.466246e+05
1800000 	 296 	 7.473736e+05
1800000 	 297 	 7.484271e+05
1800000 	 298 	 7.493839e+05
1800000 	 299 	 7.500191e+05
1800000 	 300 	 7.510233e+05
1800000 	 301 	 7.519517e+05
1800000 	 302 	 7.521716e+05
1800000 	 303 	 7.530503e+05
1800000 	 304 	 7.540313e+05
1800000 	 305 	 7.528948e+05
1800000 	 306 	 7.534977e+05
1800000 	 307 	 7.539982e+05
1800000 	 308 	 7.582500e+05
1800000 	 309 	 7.392502e+05
1800000 	 310 	 7.269353e+05
1800000 	 311 	 7.590820e+05
1800000 	 312 	 7.773076e+05
1800000 	 313 	 7.789548e+05
1800000 	 314 	 7.854382e+05
1800000 	 315 	 7.913678e+05
1800000 	 316 	 7.956206e+05
1800000 	 317 	 7.994396e+05
1800000 	 318 	 8.030682e+05
1800000 	 319 	 8.063638e+05
1800000 	 320 	 8.095188e+05
1800000 	 321 	 8.123657e+05
1800000 	 322 	 8.150165e+05
1800000 	 323 	 8.175865e+05
1800000 	 324 	 8.199950e+05
1800000 	 325 	 8.223135e+05
1800000 	 326 	 8.244643e+05
1800000 	 327 	 8.264534e+05
1800000 	 328 	 8.285726e+05
1800000 	 329 	 8.305442e+05
1800000 	 330 	 8.329345e+05
1800000 	 331 	 8.356605e+05
1800000 	 332 	 8.387691e+05
1800000 	 333 	 8.418849e+05
1800000 	 334 	 8.434030e+05
1800000 	 335 	 8.480287e+05
1800000 	 336 	 8.515303e+05
1800000 	 337 	 8.538732e+05
1800000 	 338 	 8.568668e+05
1800000 	 339 	 8.579430e+05
1800000 	 340 	 8.615246e+05
2000000 	 2.567295e+02 	 7.003673e+05
2000000 	 257 	 7.007327e+05
2000000 	 258 	 7.020699e+05
2000000 	 259 	 7.033834e+05
2000000 	 260 	 7.046804e+05
2000000 	 261 	 7.059923e+05
2000000 	 262 	 7.072601e+05
2000000 	 263 	 7.085010e+05
2000000 	 264 	 7.097748e+05
2000000 	 265 	 7.110022e+05
2000000 	 266 	 7.122053e+05
2000000 	 267 	 7.134407e+05
2000000 	 268 	 7.146247e+05
2000000 	 269 	 7.158346e+05
2000000 	 270 	 7.170060e+05
2000000 	 271 	 7.181769e+05
2000000 	 272 	 7.193687e+05
2000000 	 273 	 7.205073e+05
2000000 	 274 	 7.216335e+05
2000000 	 275 	 7.228147e+05
2000000 	 276 	 7.239336e+05
2000000 	 277 	 7.250780e+05
2000000 	 278 	 7.261886e+05
2000000 	 279 	 7.273266e+05
2000000 	 280 	 7.284149e+05
2000000 	 281 	 7.294759e+05
2000000 	 282 	 7.306209e+05
2000000 	 283 	 7.316683e+05
2000000 	 284 	 7.327954e+05
2000000 	 285 	 7.338418e+05
2000000 	 286 	 7.349510e+05
2000000 	 287 	 7.359633e+05
2000000 	 288 	 7.370611e+05
2000000 	 289 	 7.380395e+05
2000000 	 290 	 7.391561e+05
2000000 	 291 	 7.402006e+05
2000000 	 292 	 7.411735e+05
2000000 	 293 	 7.422226e+05
2000000 	 294 	 7.431580e+05
2000000 	 295 	 7.441884e+05
2000000 	 296 	 7.449634e+05
2000000 	 297 	 7.460428e+05
2000000 	 298 	 7.470246e+05
2000000 	 299 	 7.476844e+05
2000000 	 300 	 7.487126e+05
2000000 	 301 	 7.496643e+05
2000000 	 302 	 7.499081e+05
2000000 	 303 	 7.508084e+05
2000000 	 304 	 7.518116e+05
2000000 	 305 	 7.506962e+05
2000000 	 306 	 7.513201e+05
2000000 	 307 	 7.518412e+05
2000000 	 308 	 7.561126e+05
2000000 	 309 	 7.371327e+05
2000000 	 310 	 7.248377e+05
2000000 	 311 	 7.570041e+05
2000000 	 312 	 7.752466e+05
2000000 	 313 	 7.769139e+05
2000000 	 314 	 7.834146e+05
2000000 	 315 	 7.893619e+05
2000000 	 316 	 7.936317e+05
2000000 	 317 	 7.974673e+05
2000000 	 318 	 8.011144e+05
2000000 	 319 	 8.044239e+05
2000000 	 320 	 8.075947e+05
2000000 	 321 	 8.104641e+05
2000000 	 322 	 8.131288e+05
2000000 	 323 	 8.157108e+05
2000000 	 324 	 8.181346e+05
2000000 	 325 	 8.204668e+05
2000000 	 326 	 8.226359e+05
2000000 	 327 	 8.246366e+05
2000000 	 328 	 8.267732e+05
2000000 	 329 	 8.287580e+05
2000000 	 330 	 8.311598e+05
2000000 	 331 	 8.338991e+05
2000000 	 332 	 8.370239e+05
2000000 	 333 	 8.401530e+05
2000000 	 334 	 8.416810e+05
2000000 	 335 	 8.463198e+05
2000000 	 336 	 8.498344e+05
2000000 	 337 	 8.521890e+05
2000000 	 338 	 8.551961e+05
2000000 	 339 	 8.562848e+05
2000000 	 340 	 8.598781e+05
2200000 	 2.600680e+02 	 7.002854e+05
2200000 	 261 	 7.015906e+05
2200000 	 262 	 7.029652e+05
2200000 	 263 	 7.043130e+05
2200000 	 264 	 7.056755e+05
2200000 	 265 	 7.069919e+05
2200000 	 266 	 7.082884e+05
2200000 	 267 	 7.095977e+05
2200000 	 268 	 7.108657e+05
2200000 	 269 	 7.121439e+05
2200000 	 270 	 7.133902e+05
2200000 	 271 	 7.146264e+05
2200000 	 272 	 7.158797e+05
2200000 	 273 	 7.170811e+05
2200000 	 274 	 7.182686e+05
2200000 	 275 	 7.195019e+05
2200000 	 276 	 7.206737e+05
2200000 	 277 	 7.218734e+05
2200000 	 278 	 7.230368e+05
2200000 	 279 	 7.242214e+05
2200000 	 280 	 7.253584e+05
2200000 	 281 	 7.264639e+05
2200000 	 282 	 7.276528e+05
2200000 	 283 	 7.287441e+05
2200000 	 284 	 7.299098e+05
2200000 	 285 	 7.309962e+05
2200000 	 286 	 7.321431e+05
2200000 	 287 	 7.331931e+05
2200000 	 288 	 7.343269e+05
2200000 	 289 	 7.353393e+05
2200000 	 290 	 7.364895e+05
2200000 	 291 	 7.375674e+05
2200000 	 292 	 7.385725e+05
2200000 	 293 	 7.396528e+05
2200000 	 294 	 7.406184e+05
2200000 	 295 	 7.416785e+05
2200000 	 296 	 7.424821e+05
2200000 	 297 	 7.435894e+05
2200000 	 298 	 7.445991e+05
2200000 	 299 	 7.452847e+05
2200000 	 300 	 7.463392e+05
2200000 	 301 	 7.473165e+05
2200000 	 302 	 7.475850e+05
2200000 	 303 	 7.485099e+05
2200000 	 304 	 7.495364e+05
2200000 	 305 	 7.484443e+05
2200000 	 306 	 7.490904e+05
2200000 	 307 	 7.496336e+05
2200000 	 308 	 7.539262e+05
2200000 	 309 	 7.349679e+05
2200000 	 310 	 7.226942e+05
2200000 	 311 	 7.548798e+05
2200000 	 312 	 7.731440e+05
2200000 	 313 	 7.748309e+05
2200000 	 314 	 7.813503e+05
2200000 	 315 	 7.873161e+05
2200000 	 316 	 7.916048e+05
2200000 	 317 	 7.954593e+05
2200000 	 318 	 7.991245e+05
2200000 	 319 	 8.024505e+05
2200000 	 320 	 8.056418e+05
2200000 	 321 	 8.085232e+05
2200000 	 322 	 8.112058e+05
2200000 	 323 	 8.138027e+05
2200000 	 324 	 8.162439e+05
2200000 	 325 	 8.185924e+05
2200000 	 326 	 8.207773e+05
2200000 	 327 	 8.227947e+05
2200000 	 328 	 8.249435e+05
2200000 	 329 	 8.269442e+05
2200000 	 330 	 8.293613e+05
2200000 	 331 	 8.321101e+05
2200000 	 332 	 8.352516e+05
2200000 	 333 	 8.383937e+05
2200000 	 334 	 8.399356e+05
2200000 	 335 	 8.445886e+05
2200000 	 336 	 8.481150e+05
2200000 	 337 	 8.504846e+05
2200000 	 338 	 8.535034e+05
2200000 	 339 	 8.546042e+05
2200000 	 340 	 8.582113e+05
2400000 	 2.631920e+02 	 7.000370e+05
2400000 	 264 	 7.012157e+05
2400000 	 265 	 7.026452e+05
2400000 	 266 	 7.040514e+05
2400000 	 267 	 7.054604e+05
2400000 	 268 	 7.068234e+05
2400000 	 269 	 7.081955e+05
2400000 	 270 	 7.095243e+05
2400000 	 271 	 7.108364e+05
2400000 	 272 	 7.121653e+05
2400000 	 273 	 7.134454e+05
2400000 	 274 	 7.147036e+05
2400000 	 275 	 7.159993e+05
2400000 	 276 	 7.172367e+05
2400000 	 277 	 7.184999e+05
2400000 	 278 	 7.197172e+05
2400000 	 279 	 7.209593e+05
2400000 	 280 	 7.221553e+05
2400000 	 281 	 7.233102e+05
2400000 	 282 	 7.245510e+05
2400000 	 283 	 7.256915e+05
2400000 	 284 	 7.269005e+05
2400000 	 285 	 7.280280e+05
2400000 	 286 	 7.292210e+05
2400000 	 287 	 7.303131e+05
2400000 	 288 	 7.314889e+05
2400000 	 289 	 7.325378e+05
2400000 	 290 	 7.337257e+05
2400000 	 291 	 7.348404e+05
2400000 	 292 	 7.358809e+05
2400000 	 293 	 7.369951e+05
2400000 	 294 	 7.379948e+05
2400000 	 295 	 7.390873e+05
2400000 	 296 	 7.399230e+05
2400000 	 297 	 7.410607e+05
2400000 	 298 	 7.421001e+05
2400000 	 299 	 7.428154e+05
2400000 	 300 	 7.438978e+05
2400000 	 301 	 7.449031e+05
2400000 	 302 	 7.451983e+05
2400000 	 303 	 7.461498e+05
2400000 	 304 	 7.472020e+05
2400000 	 305 	 7.461345e+05
2400000 	 306 	 7.468056e+05
2400000 	 307 	 7.473716e+05
2400000 	 308 	 7.516896e+05
2400000 	 309 	 7.327533e+05
2400000 	 310 	 7.205010e+05
2400000 	 311 	 7.527085e+05
2400000 	 312 	 7.709948e+05
2400000 	 313 	 7.727020e+05
2400000 	 314 	 7.792426e+05
2400000 	 315 	 7.852292e+05
2400000 	 316 	 7.895346e+05
2400000 	 317 	 7.934120e+05
2400000 	 318 	 7.970921e+05
2400000 	 319 	 8.004373e+05
2400000 	 320 	 8.036470e+05
2400000 	 321 	 8.065488e+05
2400000 	 322 	 8.092468e+05
2400000 	 323 	 8.118657e+05
2400000 	 324 	 8.143187e+05
2400000 	 325 	 8.166859e+05
2400000 	 326 	 8.188869e+05
2400000 	 327 	 8.209204e+05
2400000 	 328 	 8.230822e+05
2400000 	 329 	 8.250986e+05
2400000 	 330 	 8.275318e+05
2400000 	 331 	 8.303019e+05
2400000 	 332 	 8.334555e+05
2400000 	 333 	 8.366096e+05
2400000 	 334 	 8.381675e+05
2400000 	 335 	 8.428342e+05
2400000 	 336 	 8.463729e+05
2400000 	 337 	 8.487563e+05
2400000 	 338 	 8.517888e+05
2400000 	 339 	 8.529029e+05
2400000 	 340 	 8.565227e+05
2600000 	 2.661313e+02 	 6.996366e+05
2600000 	 267 	 7.009544e+05
2600000 	 268 	 7.024355e+05
2600000 	 269 	 7.039211e+05
2600000 	 270 	 7.053572e+05
2600000 	 271 	 7.067654e+05
2600000 	 272 	 7.081879e+05
2600000 	 273 	 7.095585e+05
2600000 	 274 	 7.109016e+05
2600000 	 275 	 7.122759e+05
2600000 	 276 	 7.135915e+05
2600000 	 277 	 7.149258e+05
2600000 	 278 	 7.162077e+05
2600000 	 279 	 7.175165e+05
2600000 	 280 	 7.187775e+05
2600000 	 281 	 7.199946e+05
2600000 	 282 	 7.212913e+05
2600000 	 283 	 7.224874e+05
2600000 	 284 	 7.237508e+05
2600000 	 285 	 7.249232e+05
2600000 	 286 	 7.261703e+05
2600000 	 287 	 7.273107e+05
2600000 	 288 	 7.285331e+05
2600000 	 289 	 7.296231e+05
2600000 	 290 	 7.308548e+05
2600000 	 291 	 7.320094e+05
2600000 	 292 	 7.330902e+05
2600000 	 293 	 7.342417e+05
2600000 	 294 	 7.352788e+05
2600000 	 295 	 7.364079e+05
2600000 	 296 	 7.372783e+05
2600000 	 297 	 7.384499e+05
2600000 	 298 	 7.395218e+05
2600000 	 299 	 7.402695e+05
2600000 	 300 	 7.413832e+05
2600000 	 301 	 7.424184e+05
2600000 	 302 	 7.427434e+05
2600000 	 303 	 7.437229e+05
2600000 	 304 	 7.448036e+05
2600000 	 305 	 7.437632e+05
2600000 	 306 	 7.444611e+05
2600000 	 307 	 7.450526e+05
2600000 	 308 	 7.493954e+05
2600000 	 309 	 7.304845e+05
2600000 	 310 	 7.182570e+05
2600000 	 311 	 7.504874e+05
2600000 	 312 	 7.687952e+05
2600000 	 313 	 7.705253e+05
2600000 	 314 	 7.770882e+05
2600000 	 315 	 7.830967e+05
2600000 	 316 	 7.874247e+05
2600000 	 317 	 7.913208e+05
2600000 	 318 	 7.950224e+05
2600000 	 319 	 7.983860e+05
2600000 	 320 	 8.016147e+05
2600000 	 321 	 8.045351e+05
2600000 	 322 	 8.072535e+05
2600000 	 323 	 8.098895e+05
2600000 	 324 	 8.123633e+05
2600000 	 325 	 8.147475e+05
2600000 	 326 	 8.169638e+05
2600000 	 327 	 8.190138e+05
2600000 	 328 	 8.211909e+05
2600000 	 329 	 8.232271e+05
2600000 	 330 	 8.256762e+05
2600000 	 331 	 8.284581e+05
2600000 	 332 	 8.316286e+05
2600000 	 333 	 8.347999e+05
2600000 	 334 	 8.363711e+05
2600000 	 335 	 8.410531e+05
2600000 	 336 	 8.446055e+05
2600000 	 337 	 8.470034e+05
2600000 	 338 	 8.500500e+05
2600000 	 339 	 8.511775e+05
2600000 	 340 	 8.548119e+05
2800000 	 2.689098e+02 	 6.990941e+05
2800000 	 269 	 6.992380e+05
2800000 	 270 	 7.008130e+05
2800000 	 271 	 7.023450e+05
2800000 	 272 	 7.038871e+05
2800000 	 273 	 7.053686e+05
2800000 	 274 	 7.068159e+05
2800000 	 275 	 7.082868e+05
2800000 	 276 	 7.096943e+05
2800000 	 277 	 7.111156e+05
2800000 	 278 	 7.124763e+05
2800000 	 279 	 7.138663e+05
2800000 	 280 	 7.151990e+05
2800000 	 281 	 7.164913e+05
2800000 	 282 	 7.178505e+05
2800000 	 283 	 7.191149e+05
2800000 	 284 	 7.204387e+05
2800000 	 285 	 7.216684e+05
2800000 	 286 	 7.229706e+05
2800000 	 287 	 7.241683e+05
2800000 	 288 	 7.254403e+05
2800000 	 289 	 7.265823e+05
2800000 	 290 	 7.278636e+05
2800000 	 291 	 7.290634e+05
2800000 	 292 	 7.301871e+05
2800000 	 293 	 7.313845e+05
2800000 	 294 	 7.324595e+05
2800000 	 295 	 7.336313e+05
2800000 	 296 	 7.345394e+05
2800000 	 297 	 7.357491e+05
2800000 	 298 	 7.368575e+05
2800000 	 299 	 7.376400e+05
2800000 	 300 	 7.387883e+05
2800000 	 301 	 7.398566e+05
2800000 	 302 	 7.402137e+05
2800000 	 303 	 7.412248e+05
2800000 	 304 	 7.423360e+05
2800000 	 305 	 7.413252e+05
2800000 	 306 	 7.420523e+05
2800000 	 307 	 7.426709e+05
2800000 	 308 	 7.470410e+05
2800000 	 309 	 7.281573e+05
2800000 	 310 	 7.159556e+05
2800000 	 311 	 7.482126e+05
2800000 	 312 	 7.665443e+05
2800000 	 313 	 7.682990e+05
2800000 	 314 	 7.748846e+05
2800000 	 315 	 7.809165e+05
2800000 	 316 	 7.852669e+05
2800000 	 317 	 7.891857e+05
2800000 	 318 	 7.929092e+05
2800000 	 319 	 7.962958e+05
2800000 	 320 	 7.995449e+05
2800000 	 321 	 8.024808e+05
2800000 	 322 	 8.052194e+05
2800000 	 323 	 8.078756e+05
2800000 	 324 	 8.103655e+05
2800000 	 325 	 8.127704e+05
2800000 	 326 	 8.150057e+05
2800000 	 327 	 8.170753e+05
2800000 	 328 	 8.192731e+05
2800000 	 329 	 8.213223e+05
2800000 	 330 	 8.237875e+05
2800000 	 331 	 8.265897e+05
2800000 	 332 	 8.297728e+05
2800000 	 333 	 8.329603e+05
2800000 	 334 	 8.345484e+05
2800000 	 335 	 8.392461e+05
2800000 	 336 	 8.428114e+05
2800000 	 337 	 8.452267e+05
2800000 	 338 	 8.482863e+05
2800000 	 339 	 8.494293e+05
2800000 	 340 	 8.530766e+05
3000000 	 2.715467e+02 	 6.984165e+05
3000000 	 272 	 6.991685e+05
3000000 	 273 	 7.007945e+05
3000000 	 274 	 7.023746e+05
3000000 	 275 	 7.039658e+05
3000000 	 276 	 7.054878e+05
3000000 	 277 	 7.070184e+05
3000000 	 278 	 7.084796e+05
3000000 	 279 	 7.099652e+05
3000000 	 280 	 7.113868e+05
3000000 	 281 	 7.127654e+05
3000000 	 282 	 7.142038e+05
3000000 	 283 	 7.155442e+05
3000000 	 284 	 7.169384e+05
3000000 	 285 	 7.182386e+05
3000000 	 286 	 7.196051e+05
3000000 	 287 	 7.208656e+05
3000000 	 288 	 7.221981e+05
3000000 	 289 	 7.233990e+05
3000000 	 290 	 7.247317e+05
3000000 	 291 	 7.259857e+05
3000000 	 292 	 7.271596e+05
3000000 	 293 	 7.284075e+05
3000000 	 294 	 7.295267e+05
3000000 	 295 	 7.307468e+05
3000000 	 296 	 7.316987e+05
3000000 	 297 	 7.329492e+05
3000000 	 298 	 7.340982e+05
3000000 	 299 	 7.349175e+05
3000000 	 300 	 7.361066e+05
3000000 	 301 	 7.372101e+05
3000000 	 302 	 7.376027e+05
3000000 	 303 	 7.386484e+05
3000000 	 304 	 7.397930e+05
3000000 	 305 	 7.388152e+05
3000000 	 306 	 7.395735e+05
3000000 	 307 	 7.402227e+05
3000000 	 308 	 7.446234e+05
3000000 	 309 	 7.257676e+05
3000000 	 310 	 7.135932e+05
3000000 	 311 	 7.458775e+05
3000000 	 312 	 7.642382e+05
3000000 	 313 	 7.660182e+05
3000000 	 314 	 7.726283e+05
3000000 	 315 	 7.786852e+05
3000000 	 316 	 7.830609e+05
3000000 	 317 	 7.870043e+05
3000000 	 318 	 7.907474e+05
3000000 	 319 	 7.941562e+05
3000000 	 320 	 7.974277e+05
3000000 	 321 	 8.003885e+05
3000000 	 322 	 8.031458e+05
3000000 	 323 	 8.058236e+05
3000000 	 324 	 8.083322e+05
3000000 	 325 	 8.107589e+05
3000000 	 326 	 8.130129e+05
3000000 	 327 	 8.151002e+05
3000000 	 328 	 8.173157e+05
3000000 	 329 	 8.193860e+05
3000000 	 330 	 8.218697e+05
3000000 	 331 	 8.246860e+05
3000000 	 332 	 8.278896e+05
3000000 	 333 	 8.310921e+05
3000000 	 334 	 8.326954e+05
3000000 	 335 	 8.374103e+05
3000000 	 336 	 8.409929e+05
3000000 	 337 	 8.434215e+05
3000000 	 338 	 8.464980e+05
3000000 	 339 	 8.476564e+05
3000000 	 340 	 8.513183e+05
3200000 	 2.740578e+02 	 6.976078e+05
3200000 	 275 	 6.992284e+05
3200000 	 276 	 7.008973e+05
3200000 	 277 	 7.025641e+05
3200000 	 278 	 7.041560e+05
3200000 	 279 	 7.057554e+05
3200000 	 280 	 7.072904e+05
3200000 	 281 	 7.087749e+05
3200000 	 282 	 7.103052e+05
3200000 	 283 	 7.117391e+05
3200000 	 284 	 7.132199e+05
3200000 	 285 	 7.146019e+05
3200000 	 286 	 7.160457e+05
3200000 	 287 	 7.173782e+05
3200000 	 288 	 7.187831e+05
3200000 	 289 	 7.200505e+05
3200000 	 290 	 7.214438e+05
3200000 	 291 	 7.227606e+05
3200000 	 292 	 7.239942e+05
3200000 	 293 	 7.252914e+05
3200000 	 294 	 7.264692e+05
3200000 	 295 	 7.277403e+05
3200000 	 296 	 7.287416e+05
3200000 	 297 	 7.300380e+05
3200000 	 298 	 7.312344e+05
3200000 	 299 	 7.320935e+05
3200000 	 300 	 7.333301e+05
3200000 	 301 	 7.344706e+05
3200000 	 302 	 7.349032e+05
3200000 	 303 	 7.359882e+05
3200000 	 304 	 7.371689e+05
3200000 	 305 	 7.362265e+05
3200000 	 306 	 7.370193e+05
3200000 	 307 	 7.377021e+05
3200000 	 308 	 7.421332e+05
3200000 	 309 	 7.233104e+05
3200000 	 310 	 7.111678e+05
3200000 	 311 	 7.434808e+05
3200000 	 312 	 7.618693e+05
3200000 	 313 	 7.636784e+05
3200000 	 314 	 7.703175e+05
3200000 	 315 	 7.763998e+05
3200000 	 316 	 7.808014e+05
3200000 	 317 	 7.847689e+05
3200000 	 318 	 7.885394e+05
3200000 	 319 	 7.919704e+05
3200000 	 320 	 7.952639e+05
3200000 	 321 	 7.982492e+05
3200000 	 322 	 8.010310e+05
3200000 	 323 	 8.037292e+05
3200000 	 324 	 8.062599e+05
3200000 	 325 	 8.087090e+05
3200000 	 326 	 8.109835e+05
3200000 	 327 	 8.130903e+05
3200000 	 328 	 8.153280e+05
3200000 	 329 	 8.174142e+05
3200000 	 330 	 8.199143e+05
3200000 	 331 	 8.227520e+05
3200000 	 332 	 8.259723e+05
3200000 	 333 	 8.291926e+05
3200000 	 334 	 8.308137e+05
3200000 	 335 	 8.355460e+05
3200000 	 336 	 8.391452e+05
3200000 	 337 	 8.415897e+05
3200000 	 338 	 8.446822e+05
3200000 	 339 	 8.458569e+05
3200000 	 340 	 8.495349e+05
3400000 	 2.764562e+02 	 6.966701e+05
3400000 	 277 	 6.976553e+05
3400000 	 278 	 6.994151e+05
3400000 	 279 	 7.011649e+05
3400000 	 280 	 7.028403e+05
3400000 	 281 	 7.044578e+05
3400000 	 282 	 7.061061e+05
3400000 	 283 	 7.076533e+05
3400000 	 284 	 7.092382e+05
3400000 	 285 	 7.107190e+05
3400000 	 286 	 7.122552e+05
3400000 	 287 	 7.136773e+05
3400000 	 288 	 7.151647e+05
3400000 	 289 	 7.165106e+05
3400000 	 290 	 7.179780e+05
3400000 	 291 	 7.193686e+05
3400000 	 292 	 7.206659e+05
3400000 	 293 	 7.220270e+05
3400000 	 294 	 7.232676e+05
3400000 	 295 	 7.245962e+05
3400000 	 296 	 7.256513e+05
3400000 	 297 	 7.270013e+05
3400000 	 298 	 7.282532e+05
3400000 	 299 	 7.291615e+05
3400000 	 300 	 7.304451e+05
3400000 	 301 	 7.316294e+05
3400000 	 302 	 7.321073e+05
3400000 	 303 	 7.332359e+05
3400000 	 304 	 7.344532e+05
3400000 	 305 	 7.335526e+05
3400000 	 306 	 7.343832e+05
3400000 	 307 	 7.351039e+05
